THE LIST CONTAINS THE EXPERIMENTAL TRANSITIONS ASSIGNED IN THE GROUND STATE OF 14ND3 FROM THE LITERATURE ( MW TRANSITIONS) AND
FROM THE NEW ASSIGNMENTS OF THE FIR SPECTRA RECENTLY RECORDED ( SEE https://doi.org/10.1016/j.jms.2023.111797 ).
IN THE HEADINGS OF COLUMNS 1-4 THE LETTER U AND L MEAN UPPER AND LOWER, RESPECTIVELY.
IN COLUMNS 5 AND 6 ARE INDICATED THE SYMMETRY WITH RESPECT THE INVERSION
MOTION. 1 CORRESPONDS TO ANTISYMMETRIC WHILE 0 TO SYMMETRIC WITH RESPECT THE INVERSION.
THE CALCULATED VALUE OF TRANSITIONS ARE OBTAINED FROM THE SPECTROSCOPIC FITTING PROCEDURE.
THE K=-3 LEVEL IS THAT AT LOWER ENERGY IN THE K=+,- 3 DOUBLET.

14ND3 MW transitions assigned in the ground state 

     JU  KU     JL  KL    U L     OBS/CM-1    CALC/CM-1    OBS-CALC      WEIGHT         OBS/MHZ        CALC/MHZ    OBS-CALC      UNC/CM-1
     18   5     17   5    0 1   181.045465   181.045428    0.000037   0.100E+09     5427606.496     5427605.374       1.122     0.00010000
     18   5     17   5    1 0   181.088083   181.088006    0.000077   0.100E+09     5428884.152     5428881.853       2.298     0.00010000
     18   6     17   6    0 1   181.164881   181.164867    0.000014   0.100E+09     5431186.498     5431186.075       0.423     0.00010000
     18   6     17   6    1 0   181.209888   181.209751    0.000137   0.100E+09     5432535.774     5432531.671       4.102     0.00010000
     18   7     17   7    0 1   181.306927   181.306860    0.000067   0.100E+09     5435444.930     5435442.909       2.020     0.00010000
     18   7     17   7    1 0   181.354648   181.354638    0.000010   0.100E+09     5436875.569     5436875.270       0.300     0.00010000
     18   8     17   8    0 1   181.471862   181.471853    0.000009   0.100E+09     5440389.557     5440389.295       0.262     0.00010000
     18   8     17   8    1 0   181.523198   181.523209   -0.000011   0.100E+09     5441928.571     5441928.890      -0.319     0.00010000
     18   9     17   9    1 0   181.716178   181.716090    0.000088   0.100E+09     5447713.966     5447711.339       2.627     0.00010000
     18   9     17   9    0 1   181.660812   181.660356    0.000456   0.100E+07     5446054.135     5446040.472      13.663     0.00100000
     18  10     17  10    1 0   181.934129   181.934025    0.000104   0.100E+09     5454247.973     5454244.868       3.105     0.00010000
     18  10     17  10    0 1   181.872989   181.872960    0.000029   0.100E+09     5452415.042     5452414.159       0.883     0.00010000
     18  11     17  11    1 0   182.177953   182.177881    0.000072   0.100E+09     5461557.632     5461555.475       2.158     0.00010000
     18  11     17  11    0 1   182.110311   182.110336   -0.000025   0.100E+09     5459529.776     5459530.533      -0.757     0.00010000
     18  12     17  12    1 0   182.448641   182.448666   -0.000025   0.100E+09     5469672.654     5469673.415      -0.760     0.00010000
     18  12     17  12    0 1   182.373350   182.373244    0.000106   0.100E+09     5467415.487     5467412.315       3.172     0.00010000
     18  13     17  13    0 1   182.662550   182.662529    0.000021   0.100E+09     5476085.485     5476084.843       0.642     0.00010000
     18  13     17  13    1 0   182.747604   182.747554    0.000050   0.100E+09     5478635.340     5478633.852       1.488     0.00010000
     18  14     17  14    0 1   182.979187   182.979124    0.000063   0.100E+09     5485578.023     5485576.128       1.896     0.00010000
     18  14     17  14    1 0   183.075927   183.075908    0.000019   0.100E+09     5488478.216     5488477.660       0.555     0.00010000
     18  15     17  15    0 1   183.324051   183.324055   -0.000004   0.100E+09     5495916.786     5495916.905      -0.119     0.00010000
     18  15     17  15    1 0   183.435404   183.435316    0.000088   0.100E+09     5499255.065     5499252.423       2.642     0.00010000
     18  16     17  16    0 1   183.698375   183.698440   -0.000065   0.100E+09     5507138.737     5507140.672      -1.935     0.00010000
     18  16     17  16    1 0   183.827677   183.827629    0.000048   0.100E+09     5511015.114     5511013.669       1.444     0.00010000
     18  17     17  17    0 1   184.103514   184.103488    0.000026   0.100E+09     5519284.499     5519283.733       0.766     0.00010000
     18  17     17  17    1 0   184.255063   184.255016    0.000047   0.100E+09     5523827.824     5523826.412       1.412     0.00010000
     19   0     18   0    1 0   190.364612   190.364548    0.000064   0.100E+09     5706987.495     5706985.572       1.923     0.00010000
     19   0     18   0    0 1   190.331176   190.330868    0.000308   0.100E+09     5705985.109     5705975.890       9.219    0.00010000
     19   1     18   1    1 0   190.375688   190.375829   -0.000141   0.100E+09     5707319.545     5707323.781      -4.237     0.00010000
     19   1     18   1    0 1   190.342026   190.341993    0.000033   0.100E+09     5706310.384     5706309.394       0.990     0.00010000
     19   2     18   2    1 0   190.409792   190.409716    0.000076   0.100E+09     5708341.957     5708339.689       2.268     0.00010000
     19   2     18   2    0 1   190.375688   190.375403    0.000285   0.100E+09     5707319.545     5707311.013       8.532     0.00010000
     19  -3     18  -3    0 1   190.422577   190.422492    0.000085   0.100E+09     5708725.242     5708722.702       2.540     0.00010000
     19   3     18   3    0 1   190.439800   190.439821   -0.000021   0.100E+09     5709241.574     5709242.193      -0.618     0.00010000
     19   3     18   3    1 0   190.475179   190.475063    0.000116   0.100E+09     5710302.210     5710298.723       3.487     0.00010000
     19  -3     18  -3    1 0   190.457470   190.457502   -0.000032   0.100E+09     5709771.308     5709772.270      -0.962     0.00010000
     19   4     18   4    0 1   190.509518   190.509449    0.000069   0.100E+09     5711331.667     5711329.612       2.055     0.00010000
     19   4     18   4    1 0   190.545871   190.545754    0.000117   0.100E+09     5712421.503     5712417.993       3.510     0.00010000
     19   5     18   5    0 1   190.610581   190.610548    0.000033   0.100E+09     5714361.460     5714360.463       0.997     0.00010000
     19   5     18   5    1 0   190.648507   190.648437    0.000070   0.100E+09     5715498.453     5715496.368       2.085     0.00010000
     19   6     18   6    0 1   190.734712   190.734719   -0.000007   0.100E+09     5718082.814     5718083.038      -0.225     0.00010000
     19   6     18   6    1 0   190.775289   190.774654    0.000635   0.100E+07     5719299.281     5719280.242      19.039     0.00100000
     19   7     18   7    0 1   190.882411   190.882326    0.000085   0.100E+09     5722510.718     5722508.158       2.560     0.00010000
     19   7     18   7    1 0   190.924909   190.924832    0.000077   0.100E+09     5723784.776     5723782.456       2.320     0.00010000
     19   8     18   8    0 1   191.053901   191.053838    0.000063   0.100E+09     5727651.859     5727649.982       1.877     0.00010000
     19   8     18   8    1 0   191.099601   191.099527    0.000074   0.100E+09     5729021.911     5729019.696       2.215     0.00010000
     19   9     18   9    0 1   191.249789   191.249783    0.000006   0.100E+09     5733524.434     5733524.241       0.193     0.00010000
     19   9     18   9    1 0   191.299028   191.299370   -0.000342   0.100E+07     5735000.582     5735010.839     -10.257     0.00100000
     19  10     18  10    0 1   191.470913   191.470772    0.000141   0.100E+09     5740153.564     5740149.350       4.214     0.00010000
     19  10     18  10    1 0   191.525189   191.525107    0.000082   0.100E+09     5741780.718     5741778.272       2.446     0.00010000
     19  11     18  11    0 1   191.717581   191.717509    0.000072   0.100E+09     5747548.485     5747546.332       2.153     0.00010000
     19  11     18  11    1 0   191.777593   191.777609   -0.000016   0.100E+09     5749347.599     5749348.081      -0.481     0.00010000
     19  12     18  12    0 1   191.990842   191.990784    0.000058   0.100E+09     5755740.644     5755738.918       1.726     0.00010000
     19  12     18  12    1 0   192.057974   192.057885    0.000089   0.100E+09     5757753.210     5757750.545       2.666     0.00010000
     19  13     18  13    0 1   192.291581   192.291484    0.000097   0.100E+09     5764756.572     5764753.653       2.919     0.00010000
     19  13     18  13    1 0   192.367064   192.367106   -0.000042   0.100E+09     5767019.495     5767020.756      -1.260     0.00010000
     19  14     18  14    0 1   192.620678   192.620589    0.000089   0.100E+09     5774622.652     5774619.987       2.665     0.00010000
     19  14     18  14    1 0   192.706709   192.706629    0.000080   0.100E+09     5777201.796     5777199.388       2.408     0.00010000
     19  15     18  15    1 0   193.077996   193.078028   -0.000032   0.100E+09     5788332.701     5788333.653      -0.952     0.00010000
     19  15     18  15    0 1   192.979126   192.979183   -0.000057   0.100E+09     5785368.653     5785370.352      -1.699     0.00010000
     19  16     18  16    1 0   193.483221   193.483136    0.000085   0.100E+09     5800481.041     5800478.479       2.561     0.00010000
     19  16     18  16    0 1   193.368471   193.368448    0.000023   0.100E+09     5797040.922     5797040.243       0.679     0.00010000
     19  17     18  17    1 0   193.924065   193.924091   -0.000026   0.100E+09     5813697.211     5813697.977      -0.765     0.00010000
     19  17     18  17    0 1   193.789723   193.789675    0.000048   0.100E+09     5809669.739     5809668.304       1.435     0.00010000
     19  18     18  18    1 0   194.403348   194.403399   -0.000051   0.100E+09     5828065.754     5828067.272      -1.518     0.00010000
     19  18     18  18    0 1   194.244354   194.244261    0.000093   0.100E+09     5823299.234     5823296.460       2.774     0.00010000
     20   0     19   0    0 1   199.811967   199.812102   -0.000135   0.100E+09     5990212.072     5990216.121      -4.049     0.00010000
     20   0     19   0    1 0   199.841890   199.841938   -0.000048   0.100E+09     5991109.141     5991110.575      -1.434     0.00010000
     20   1     19   1    0 1   199.823579   199.823628   -0.000049   0.100E+09     5990560.191     5990561.669      -1.478     0.00010000
     20   1     19   1    1 0   199.853523   199.853600   -0.000077   0.100E+09     5991457.890     5991460.204      -2.314     0.00010000
     20   2     19   2    0 1   199.858106   199.858248   -0.000142   0.100E+09     5991595.285     5991599.539      -4.255     0.00010000
     20   2     19   2    1 0   199.888551   199.888634   -0.000083   0.100E+09     5992508.003     5992510.483      -2.480     0.00010000
     20   3     19   3    0 1   199.926826   199.926995   -0.000169   0.100E+09     5993655.459     5993660.529      -5.071     0.00010000
     20  -3     19  -3    0 1   199.905002   199.904986    0.000016   0.100E+09     5993001.192     5993000.711       0.480     0.00010000
     20  -3     19  -3    1 0   199.935798   199.935940   -0.000142   0.100E+09     5993924.432     5993928.685      -4.253     0.00010000
     20   3     19   3    1 0   199.958213   199.958227   -0.000014   0.100E+09     5994596.417     5994596.849      -0.432     0.00010000
     20   4     19   4    0 1   199.996979   199.997081   -0.000102   0.100E+09     5995758.593     5995761.664      -3.071     0.00010000
     20   4     19   4    1 0   200.029194   200.029203   -0.000009   0.100E+09     5996724.374     5996724.646      -0.272     0.00010000
     20   5     19   5    0 1   200.101775   200.101816   -0.000041   0.100E+09     5998900.298     5998901.519      -1.221     0.00010000
     20   5     19   5    1 0   200.135340   200.135326    0.000014   0.100E+09     5999906.551     5999906.135       0.416     0.00010000
     20   6     19   6    1 0   200.265774   200.265753    0.000021   0.100E+09     6003816.864     6003816.238       0.626     0.00010000
     20   6     19   6    0 1   200.230376   200.230445   -0.000069   0.100E+09     6002755.659     6002757.734      -2.075     0.00010000
     20   7     19   7    1 0   200.420936   200.420906    0.000030   0.100E+09     6008468.504     6008467.602       0.902     0.00010000
     20   7     19   7    0 1   200.382907   200.383330   -0.000423   0.100E+07     6007328.423     6007341.116     -12.693     0.00100000
     20   8     19   8    0 1   200.560894   200.560972   -0.000078   0.100E+09     6012664.339     6012666.680      -2.341     0.00010000
     20   8     19   8    1 0   200.601349   200.601361   -0.000012   0.100E+09     6013877.149     6013877.510      -0.361     0.00010000
     20   9     19   9    0 1   200.763851   200.763906   -0.000055   0.100E+09     6018748.837     6018750.496      -1.659     0.00010000
     20   9     19   9    1 0   200.807706   200.807747   -0.000041   0.100E+09     6020063.577     6020064.816      -1.240     0.00010000
     20  10     19  10    0 1   200.992737   200.992767   -0.000030   0.100E+09     6025610.667     6025611.577      -0.911     0.00010000
     20  10     19  10    1 0   201.040774   201.040814   -0.000040   0.100E+09     6027050.780     6027051.994      -1.214     0.00010000
     20  11     19  11    0 1   201.248294   201.248280    0.000014   0.100E+09     6033272.073     6033271.663       0.409     0.00010000
     20  11     19  11    1 0   201.301398   201.301434   -0.000036   0.100E+09     6034864.091     6034865.163      -1.072     0.00010000
     20  12     19  12    0 1   201.531270   201.531266    0.000004   0.100E+09     6041755.480     6041755.356       0.124     0.00010000
     20  12     19  12    1 0   201.590559   201.590614   -0.000055   0.100E+09     6043532.919     6043534.560      -1.641     0.00010000
     20  13     19  13    0 1   201.842595   201.842644   -0.000049   0.100E+09     6051088.768     6051090.243      -1.475     0.00010000
     20  13     19  13    1 0   201.909424   201.909520   -0.000096   0.100E+09     6053092.251     6053095.132      -2.880     0.00010000
     20  14     19  14    0 1   202.183415   202.183439   -0.000024   0.100E+09     6061306.295     6061307.021      -0.726     0.00010000
     20  14     19  14    1 0   202.259479   202.259500   -0.000021   0.100E+09     6063586.636     6063587.263      -0.626     0.00010000
     20  15     19  15    0 1   202.554590   202.554782   -0.000192   0.100E+09     6072433.842     6072439.604      -5.762     0.00010000
     20  15     19  15    1 0   202.642021   202.642112   -0.000091   0.100E+09     6075054.957     6075057.691      -2.734     0.00010000
     20  16     19  16    0 1   202.957890   202.957916   -0.000026   0.100E+09     6084524.471     6084525.236      -0.765     0.00010000
     20  16     19  16    1 0   203.059245   203.059165    0.000080   0.100E+09     6087563.018     6087560.631       2.387     0.00010000
     20  17     19  17    0 1   203.393971   203.394197   -0.000226   0.100E+09     6097597.851     6097604.614      -6.763     0.00010000
     20  17     19  17    1 0   203.512752   203.512763   -0.000011   0.100E+09     6101158.816     6101159.156      -0.341     0.00010000
     20  18     19  18    0 1   203.865082   203.865103   -0.000021   0.100E+09     6111721.403     6111722.045      -0.642     0.00010000
     20  18     19  18    1 0   204.005363   204.005363    0.000000   0.100E+09     6115926.922     6115926.935      -0.013     0.00010000
     20  19     19  19    0 1   204.372189   204.372243   -0.000054   0.100E+09     6126924.089     6126925.706      -1.617     0.00010000
     20  19     19  19    1 0   204.539762   204.539849   -0.000087   0.100E+09     6131947.801     6131950.418      -2.617     0.00010000
     21   0     20   0    0 1   209.217662   209.217800   -0.000138   0.100E+09     6272187.715     6272191.846      -4.131     0.00010000
     21   0     20   0    1 0   209.244002   209.244098   -0.000096   0.100E+09     6272977.368     6272980.259      -2.890     0.00010000
     21   1     20   1    0 1   209.229688   209.229704   -0.000016   0.100E+09     6272548.245     6272548.732      -0.487     0.00010000
     21   1     20   1    1 0   209.256030   209.256119   -0.000089   0.100E+09     6273337.959     6273340.622      -2.664     0.00010000
     21   2     20   2    0 1   209.265460   209.265464   -0.000004   0.100E+09     6273620.663     6273620.791      -0.128     0.00010000
     21   2     20   2    1 0   209.292181   209.292232   -0.000051   0.100E+09     6274421.738     6274423.276      -1.538     0.00010000
     21   3     20   3    1 0   209.366290   209.366388   -0.000098   0.100E+09     6276643.470     6276646.418      -2.947     0.00010000
     21  -3     20  -3    1 0   209.338651   209.338487    0.000164   0.100E+09     6275814.874     6275809.952       4.922     0.00010000
     21   3     20   3    0 1   209.338651   209.338852   -0.000200   0.100E+09     6275814.877     6275820.885      -6.009     0.00010000
     21  -3     20  -3    0 1   209.311312   209.311277    0.000035   0.100E+09     6274995.271     6274994.220       1.052     0.00010000
     21   4     20   4    1 0   209.437012   209.437029   -0.000017   0.100E+09     6278763.662     6278764.160      -0.497     0.00010000
     21   4     20   4    0 1   209.408633   209.408771   -0.000138   0.100E+09     6277912.881     6277917.008      -4.127     0.00010000
     21   5     20   5    1 0   209.546438   209.546381    0.000057   0.100E+09     6282044.171     6282042.460       1.711     0.00010000
     21   5     20   5    0 1   209.516847   209.516922   -0.000075   0.100E+09     6281157.055     6281159.295      -2.240     0.00010000
     21   6     20   6    1 0   209.680710   209.680759   -0.000049   0.100E+09     6286069.545     6286071.009      -1.464     0.00010000
     21   6     20   6    0 1   209.649658   209.649737   -0.000079   0.100E+09     6285138.629     6285140.986      -2.357     0.00010000
     21   7     20   7    1 0   209.840613   209.840570    0.000043   0.100E+09     6290863.316     6290862.038       1.278     0.00010000
     21   7     20   7    0 1   209.807408   209.807567   -0.000159   0.100E+09     6289867.855     6289872.619      -4.764     0.00010000
     21   8     20   8    1 0   210.026460   210.026420    0.000040   0.100E+09     6296434.869     6296433.682       1.187     0.00010000
     21   8     20   8    0 1   209.990894   209.990949   -0.000055   0.100E+09     6295368.627     6295370.271      -1.644     0.00010000
     21   9     20   9    1 0   210.238975   210.238933    0.000042   0.100E+09     6302805.908     6302804.648       1.260     0.00010000
     21   9     20   9    0 1   210.200375   210.200424   -0.000049   0.100E+09     6301648.709     6301650.184      -1.475     0.00010000
     21  10     20  10    1 0   210.478779   210.478859   -0.000080   0.100E+09     6309995.051     6309997.458      -2.406     0.00010000
     21  10     20  10    0 1   210.436613   210.436644   -0.000031   0.100E+09     6308730.946     6308731.862      -0.915     0.00010000
     21  11     20  11    1 0   210.747138   210.747070    0.000068   0.100E+09     6318040.252     6318038.217       2.035     0.00010000
     21  11     20  11    0 1   210.700345   210.700352   -0.000007   0.100E+09     6316637.433     6316637.643      -0.211     0.00010000
     21  12     20  12    1 0   211.044134   211.044571   -0.000437   0.100E+07     6326943.968     6326957.065     -13.097     0.00100000
     21  12     20  12    0 1   210.992414   210.992395    0.000019   0.100E+09     6325393.441     6325392.858       0.583     0.00010000
     21  13     20  13    1 0   211.372395   211.372520   -0.000125   0.100E+09     6336784.985     6336788.736      -3.751     0.00010000
     21  13     20  13    0 1   211.313756   211.313721    0.000035   0.100E+09     6335027.032     6335025.975       1.057     0.00010000
     21  14     20  14    0 1   211.665423   211.665390    0.000033   0.100E+09     6345569.743     6345568.749       0.995     0.00010000
     21  14     20  14    1 0   211.732115   211.732253   -0.000138   0.100E+09     6347569.119     6347573.253      -4.133     0.00010000
     21  15     20  15    0 1   212.048514   212.048575   -0.000061   0.100E+09     6357054.523     6357056.360      -1.838     0.00010000
     21  15     20  15    1 0   212.125228   212.125310   -0.000082   0.100E+09     6359354.351     6359356.796      -2.446     0.00010000
     21  16     20  16    0 1   212.464570   212.464570    0.000000   0.100E+09     6369527.568     6369527.560       0.008     0.00010000
     21  16     20  16    1 0   212.553422   212.553472   -0.000050   0.100E+09     6372191.284     6372192.769      -1.485     0.00010000
     21  17     20  17    0 1   212.914756   212.914790   -0.000034   0.100E+09     6383023.805     6383024.814      -1.010     0.00010000
     21  17     20  17    1 0   213.018806   213.018805    0.000001   0.100E+09     6386143.145     6386143.107       0.038     0.00010000
     21  18     20  18    0 1   213.400689   213.400782   -0.000093   0.100E+09     6397591.709     6397594.492      -2.782     0.00010000
     21  18     20  18    1 0   213.523690   213.523714   -0.000024   0.100E+09     6401279.187     6401279.903      -0.716     0.00010000
     21  19     20  19    0 1   213.924200   213.924232   -0.000032   0.100E+09     6413286.174     6413287.129      -0.955     0.00010000
     21  19     20  19    1 0   214.071010   214.071011   -0.000001   0.100E+09     6417687.427     6417687.448      -0.021     0.00010000
     21  20     20  20    0 1   214.486852   214.486980   -0.000128   0.100E+09     6430154.057     6430157.891      -3.834     0.00010000
     21  20     20  20    1 0   214.663887   214.664001   -0.000114   0.100E+09     6435461.433     6435464.861      -3.428     0.00010000
     22   0     21   0    0 1   218.545949   218.545834    0.000115   0.100E+09     6551842.724     6551839.281       3.442     0.00010000
     22   0     21   0    1 0   218.569142   218.568915    0.000227   0.100E+09     6552538.032     6552531.228       6.805     0.00010000
     22   1     21   1    0 1   218.558278   218.558094    0.000184   0.100E+09     6552212.338     6552206.817       5.521     0.00010000
     22   1     21   1    1 0   218.581283   218.581271    0.000012   0.100E+09     6552902.010     6552901.656       0.354     0.00010000
     22   2     21   2    0 1   218.594951   218.594928    0.000023   0.100E+09     6553311.767     6553311.075       0.692     0.00010000
     22   2     21   2    1 0   218.618287   218.618400   -0.000113   0.100E+09     6554011.362     6554014.757      -3.395     0.00010000
     22   3     21   3    0 1   218.673280   218.673308   -0.000028   0.100E+09     6555660.011     6555660.853      -0.842     0.00010000
     22  -3     21  -3    0 1   218.639378   218.639189    0.000189   0.100E+09     6554643.655     6554637.994       5.661     0.00010000
     22   3     21   3    1 0   218.697505   218.697476    0.000029   0.100E+09     6556386.258     6556385.382       0.876     0.00010000
     22  -3     21  -3    1 0   218.662941   218.662980   -0.000039   0.100E+09     6555350.056     6555351.224      -1.168     0.00010000
     22   4     21   4    0 1   218.742654   218.742384    0.000270   0.100E+07     6557739.791     6557731.709       8.082     0.00100000
     22   4     21   4    1 0   218.767055   218.767110   -0.000055   0.100E+09     6558471.315     6558472.959      -1.644     0.00010000
     22   5     21   5    0 1   218.853649   218.853737   -0.000088   0.100E+09     6561067.338     6561069.962      -2.624     0.00010000
     22   5     21   5    1 0   218.879481   218.879484   -0.000003   0.100E+09     6561841.761     6561841.857      -0.096     0.00010000
     22   6     21   6    1 0   219.017539   219.017557   -0.000018   0.100E+09     6565980.636     6565981.164      -0.528     0.00010000
     22   6     21   6    0 1   218.990322   218.990469   -0.000147   0.100E+09     6565164.691     6565169.086      -4.395     0.00010000
     22   7     21   7    0 1   219.152837   219.152911   -0.000074   0.100E+09     6570036.768     6570038.994      -2.226     0.00010000
     22   7     21   7    1 0   219.181779   219.181711    0.000068   0.100E+09     6570904.428     6570902.378       2.049     0.00010000
     22   8     21   8    1 0   219.372704   219.372593    0.000111   0.100E+09     6576628.215     6576624.881       3.334     0.00010000
     22   8     21   8    0 1   219.341588   219.341648   -0.000060   0.100E+09     6575695.381     6575697.184      -1.803     0.00010000
     22   9     21   9    1 0   219.590821   219.590817    0.000004   0.100E+09     6583167.198     6583167.075       0.123     0.00010000
     22   9     21   9    0 1   219.557083   219.557220   -0.000137   0.100E+09     6582155.758     6582159.855      -4.097     0.00010000
     22  10     21  10    1 0   219.837171   219.837135    0.000036   0.100E+09     6590552.585     6590551.494       1.091     0.00010000
     22  10     21  10    0 1   219.800228   219.800289   -0.000061   0.100E+09     6589445.062     6589446.905      -1.843     0.00010000
     22  11     21  11    1 0   220.112403   220.112415   -0.000012   0.100E+09     6598803.833     6598804.192      -0.358     0.00010000
     22  11     21  11    0 1   220.071700   220.071619    0.000081   0.100E+09     6597583.588     6597581.157       2.431     0.00010000
     22  12     21  12    1 0   220.417585   220.417658   -0.000073   0.100E+09     6607952.959     6607955.162      -2.202     0.00010000
     22  12     21  12    0 1   220.372044   220.372073   -0.000029   0.100E+09     6606587.675     6606588.529      -0.855     0.00010000
     22  13     21  13    1 0   220.753902   220.754015   -0.000113   0.100E+09     6618035.489     6618038.872      -3.383     0.00010000
     22  13     21  13    0 1   220.702594   220.702624   -0.000030   0.100E+09     6616497.314     6616498.212      -0.898     0.00010000
     22  14     21  14    1 0   221.122719   221.122805   -0.000086   0.100E+09     6629092.345     6629094.925      -2.580     0.00010000
     22  14     21  14    0 1   221.064590   221.064362    0.000228   0.100E+09     6627349.681     6627342.835       6.846     0.00010000
     22  15     21  15    1 0   221.525451   221.525549   -0.000098   0.100E+09     6641165.946     6641168.875      -2.928     0.00010000
     22  15     21  15    0 1   221.458517   221.458494    0.000023   0.100E+09     6639159.316     6639158.637       0.678     0.00010000
     22  16     21  16    1 0   221.963902   221.963997   -0.000095   0.100E+09     6654310.377     6654313.239      -2.862     0.00010000
     22  16     21  16    0 1   221.886388   221.886357    0.000031   0.100E+09     6651986.566     6651985.634       0.931     0.00010000
     22  17     21  17    1 0   222.440163   222.440177   -0.000014   0.100E+09     6668588.322     6668588.734      -0.412     0.00010000
     22  17     21  17    0 1   222.349392   222.349416   -0.000024   0.100E+09     6665867.076     6665867.792      -0.716     0.00010000
     22  18     21  18    0 1   222.849270   222.849276   -0.000006   0.100E+09     6680853.042     6680853.233      -0.191     0.00010000
     22  18     21  18    1 0   222.956409   222.956436   -0.000027   0.100E+09     6684064.988     6684065.798      -0.810     0.00010000
     22  19     21  19    0 1   223.387634   223.387691   -0.000057   0.100E+09     6696992.788     6696994.502      -1.713     0.00010000
     22  19     21  19    1 0   223.515519   223.515512    0.000007   0.100E+09     6700826.684     6700826.486       0.198     0.00010000
     22  20     21  20    0 1   223.966596   223.966575    0.000021   0.100E+09     6714349.632     6714348.995       0.638     0.00010000
     22  20     21  20    1 0   224.120640   224.120611    0.000029   0.100E+09     6718967.755     6718966.873       0.882     0.00010000
     22  21     21  21    0 1   224.587981   224.588029   -0.000048   0.100E+09     6732978.286     6732979.720      -1.434     0.00010000
     22  21     21  21    1 0   224.775465   224.775509   -0.000044   0.100E+09     6738598.915     6738600.241      -1.326     0.00010000
     23   0     22   0    0 1   227.794483   227.794258    0.000225   0.100E+09     6829106.798     6829100.061       6.737     0.00010000
     23   0     22   0    1 0   227.814330   227.814443   -0.000113   0.100E+09     6829701.796     6829705.189      -3.393     0.00010000
     23   1     22   1    0 1   227.806934   227.806851    0.000083   0.100E+09     6829480.069     6829477.575       2.495     0.00010000
     23   1     22   1    1 0   227.826986   227.827113   -0.000127   0.100E+07     6830081.213     6830085.033      -3.820     0.00100000
     23   2     22   2    0 1   227.844861   227.844696    0.000165   0.100E+09     6830617.092     6830612.142       4.950     0.00010000
     23   2     22   2    1 0   227.865100   227.865197   -0.000097   0.100E+09     6831223.842     6831226.756      -2.914     0.00010000
     23   3     22   3    0 1   227.928622   227.928463    0.000159   0.100E+09     6833128.184     6833123.417       4.767     0.00010000
     23  -3     22  -3    0 1   227.886758   227.886727    0.000031   0.100E+09     6831873.133     6831872.194       0.938     0.00010000
     23   3     22   3    1 0   227.949594   227.949590    0.000004   0.100E+09     6833756.909     6833756.793       0.116     0.00010000
     23  -3     22  -3    1 0   227.907582   227.907426    0.000156   0.100E+09     6832497.420     6832492.754       4.666     0.00010000
     23   4     22   4    0 1   227.995986   227.995968    0.000018   0.100E+09     6835147.706     6835147.174       0.532     0.00010000
     23   4     22   4    1 0   228.017505   228.017495    0.000010   0.100E+09     6835792.829     6835792.528       0.301     0.00010000
     23   5     22   5    0 1   228.110290   228.110311   -0.000021   0.100E+09     6838574.453     6838575.071      -0.617     0.00010000
     23   5     22   5    1 0   228.132817   228.132689    0.000128   0.100E+09     6839249.796     6839245.950       3.846     0.00010000
     23   6     22   6    0 1   228.250545   228.250697   -0.000152   0.100E+09     6842779.193     6842783.748      -4.555     0.00010000
     23   6     22   6    1 0   228.274115   228.274204   -0.000089   0.100E+09     6843485.803     6843488.479      -2.676     0.00010000
     23   7     22   7    0 1   228.417346   228.417421   -0.000075   0.100E+09     6847779.761     6847782.002      -2.241     0.00010000
     23   7     22   7    1 0   228.442285   228.442385   -0.000100   0.100E+09     6848527.413     6848530.417      -3.004     0.00010000
     23   8     22   8    0 1   228.611121   228.611132   -0.000011   0.100E+09     6853588.989     6853589.310      -0.320     0.00010000
     23   8     22   8    1 0   228.638087   228.637940    0.000147   0.100E+09     6854397.409     6854392.996       4.413     0.00010000
     23   9     22   9    1 0   228.861573   228.861464    0.000109   0.100E+09     6861097.351     6861094.096       3.255     0.00010000
     23   9     22   9    0 1   228.832302   228.832360   -0.000058   0.100E+09     6860219.829     6860221.564      -1.735     0.00010000
     23  10     22  10    1 0   229.113782   229.113710    0.000072   0.100E+09     6868658.387     6868656.234       2.152     0.00010000
     23  10     22  10    0 1   229.081710   229.081779   -0.000069   0.100E+09     6867696.892     6867698.965      -2.073     0.00010000
     23  11     22  11    1 0   229.395535   229.395543   -0.000008   0.100E+09     6877105.129     6877105.378      -0.249     0.00010000
     23  11     22  11    0 1   229.360116   229.360163   -0.000047   0.100E+09     6876043.294     6876044.709      -1.415     0.00010000
     23  12     22  12    1 0   229.707958   229.707958    0.000000   0.100E+09     6886471.335     6886471.337      -0.002     0.00010000
     23  12     22  12    0 1   229.668412   229.668392    0.000020   0.100E+09     6885285.776     6885285.174       0.602     0.00010000
     23  13     22  13    0 1   230.007527   230.007458    0.000069   0.100E+09     6895452.188     6895450.116       2.072     0.00010000
     23  13     22  13    1 0   230.052053   230.052094   -0.000041   0.100E+09     6896787.044     6896788.271      -1.228     0.00010000
     23  14     22  14    0 1   230.378574   230.378473    0.000101   0.100E+09     6906575.897     6906572.865       3.032     0.00010000
     23  14     22  14    1 0   230.429135   230.429256   -0.000121   0.100E+09     6908091.678     6908095.312      -3.634     0.00010000
     23  15     22  15    0 1   230.782709   230.782674    0.000035   0.100E+09     6918691.560     6918690.511       1.048     0.00010000
