J'  k'     J"  k"  s' s"   OBS/CM-1    CALC/CM-1  OBS-CALC/CM-1  WEIGHT      UNC/CM-1        OBS/MHZ        CALC/MHZ    OBS-CALC/MHZ
16   9     15   9    s s   162.301899   162.302083   -0.000184   0.208E+07    0.00056569    4865688.524     4865694.035      -5.511   
16   9     15   9    a a   162.298701   162.298569    0.000132   0.208E+07    0.00056569    4865592.650     4865588.704       3.946   
16   9     15   9    a a   162.297650   162.298569   -0.000919   0.208E+07    0.00056569    4865561.142     4865588.704     -27.562   
16   9     15   9    a s   162.334893   162.334887    0.000006   0.100E+09    0.00010000    4866677.659     4866677.492       0.167   
16   9     15   9    a a   162.298757   162.298569    0.000188   0.208E+07    0.00056569    4865594.329     4865588.704       5.625   
16   9     15   9    s s   162.301911   162.302083   -0.000172   0.208E+07    0.00056569    4865688.884     4865694.035      -5.152   
16   9     15   9    a a   162.298297   162.298569   -0.000272   0.313E+07    0.00056569    4865580.539     4865588.704      -8.165   
17   9     15   9    s s   334.332151   334.333009   -0.000858   0.139E+07    0.00069282   10023025.734    10023051.445     -25.711   
17   9     15   9    s s   334.332895   334.333009   -0.000114   0.139E+07    0.00069282   10023048.038    10023051.445      -3.407   
17   9     15   9    a a   334.325481   334.326143   -0.000662   0.139E+07    0.00069282   10022825.772    10022845.621     -19.849   
17   9     15   9    a a   334.325973   334.326143   -0.000170   0.139E+07    0.00069282   10022840.522    10022845.621      -5.099   
16  10     15  10    a a   162.495909   162.496000   -0.000091   0.413E+05    0.00401995    4871504.797     4871507.531      -2.734   
16  10     15  10    a a   162.496564   162.496000    0.000564   0.313E+07    0.00056569    4871524.434     4871507.531      16.903   
16  10     15  10    a a   162.496059   162.496000    0.000059   0.208E+07    0.00056569    4871509.294     4871507.531       1.763   
16  10     15  10    s s   162.499734   162.499857   -0.000123   0.208E+07    0.00056569    4871619.468     4871623.161      -3.693   
16  10     15  10    s s   162.499399   162.499857   -0.000458   0.208E+07    0.00056569    4871609.425     4871623.161     -13.736   
16  10     15  10    a a   162.495000   162.496000   -0.001000   0.413E+05    0.00401995    4871477.546     4871507.531     -29.985   
16  10     15  10    a a   162.495999   162.496000   -0.000001   0.208E+07    0.00056569    4871507.496     4871507.531      -0.036   
16  10     15  10    a a   162.496410   162.496000    0.000410   0.500E+06    0.00141421    4871519.817     4871507.531      12.286   
16  10     15  10    a a   162.495033   162.496000   -0.000967   0.208E+07    0.00056569    4871478.536     4871507.531     -28.996   
16  10     15  10    s s   162.497619   162.499857   -0.002238   0.619E+05    0.00401995    4871556.062     4871623.161     -67.099   
16  10     15  10    s s   162.500224   162.499857    0.000367   0.208E+07    0.00056569    4871634.158     4871623.161      10.997   
16  10     15  10    s s   162.501080   162.499857    0.001223   0.500E+06    0.00141421    4871659.820     4871623.161      36.659   
16  10     15  10    s s   162.499555   162.499857   -0.000302   0.313E+07    0.00056569    4871614.102     4871623.161      -9.059   
16  10     15  10    s a   162.460079   162.460054    0.000025   0.100E+09    0.00010000    4870430.641     4870429.897       0.744   
16  10     15  10    a a   162.496280   162.496000    0.000280   0.500E+06    0.00141421    4871515.920     4871507.531       8.389   
16  10     15  10    a s   162.535849   162.535803    0.000046   0.100E+09    0.00010000    4872702.168     4872700.794       1.374   
17  10     15  10    a a   334.729753   334.730093   -0.000340   0.139E+07    0.00069282   10034945.542    10034955.739     -10.197   
17  10     15  10    a a   334.730116   334.730093    0.000023   0.408E+05    0.00403980   10034956.424    10034955.739       0.685   
17  10     15  10    s s   334.737566   334.737626   -0.000060   0.139E+07    0.00069282   10035179.770    10035181.575      -1.805   
16  11     15  11    s s   162.721523   162.721012    0.000511   0.208E+07    0.00056569    4878268.535     4878253.225      15.310   
16  11     15  11    s s   162.721449   162.721012    0.000437   0.208E+07    0.00056569    4878266.317     4878253.225      13.091   
16  11     15  11    s s   162.712910   162.721012   -0.008102   0.500E+06   0.00141421     4878010.324     4878253.225    -242.902   
16  11     15  11    s s   162.719961   162.721012   -0.001051   0.313E+07    0.00056569    4878221.707     4878253.225     -31.518   
16  11     15  11    s s   162.720716   162.721012   -0.000296   0.208E+07    0.00056569    4878244.342     4878253.225      -8.884   
16  11     15  11    a a   162.715588   162.716734   -0.001146   0.413E+05    0.00401995    4878090.608     4878124.950     -34.342   
16  11     15  11    a a   162.716880   162.716734    0.000146   0.313E+07    0.00056569    4878129.341     4878124.950       4.391   
16  11     15  11    s s   162.720819   162.721012   -0.000193   0.208E+07    0.00056569    4878247.430     4878253.225      -5.796   
16  11     15  11    a a   162.716507   162.716734   -0.000227   0.208E+07    0.00056569    4878118.159     4878124.950      -6.791   
16  11     15  11    s a   162.677001   162.676965    0.000036   0.100E+09    0.00010000    4876933.799     4876932.727       1.072   
16  11     15  11    a a   162.714262   162.716734   -0.002472   0.619E+05    0.00401995    4878050.856     4878124.950     -74.095   
16  11     15  11    a a   162.716396   162.716734   -0.000338   0.208E+07    0.00056569    4878114.831     4878124.950     -10.119   
16  11     15  11    a s   162.760828   162.760781    0.000047   0.100E+09    0.00010000    4879446.869     4879445.448       1.421   
16  11     15  11    a a   162.717150   162.716734    0.000416   0.500E+06    0.00141421    4878137.436     4878124.950      12.486   
17  11     15  11    s s   335.190167   335.190037    0.000130   0.139E+07    0.00069282   10048748.406    10048744.507       3.900   
17  11     15  11    a a   335.181430   335.181685   -0.000255   0.139E+07    0.00069282   10048486.478    10048494.111      -7.633   
17  11     15  11    s s   335.189874   335.190037   -0.000163   0.139E+07    0.00069282   10048739.622    10048744.507      -4.884   
17  11     15  11    a a   335.178520   335.181685   -0.003165   0.500E+06    0.00141421   10048399.238    10048494.111     -94.873   
17  11     15  11    s s   335.190029   335.190037   -0.000008   0.500E+06    0.00141421   10048744.269    10048744.507      -0.238   
15  12     15  12    a s     0.049221     0.049222   -0.000001   0.899E+13    0.00000033       1475.608        1475.630      -0.022   
16  12     15  12    s s   162.965830   162.966396   -0.000566   0.500E+06    0.00141421    4885592.675     4885609.639     -16.964   
16  12     15  12    a a   162.961470   162.961598   -0.000128   0.500E+06    0.00141421    4885461.965     4885465.801      -3.836   
16  12     15  12    a a   162.960631   162.961598   -0.000967   0.208E+07    0.00056569    4885436.812     4885465.801     -28.988   
16  12     15  12    a a   162.961544   162.961598   -0.000054   0.208E+07    0.00056569    4885464.184     4885465.801      -1.617   
16  12     15  12    s s   162.966146   162.966396   -0.000250   0.313E+07    0.00056569    4885602.148     4885609.639      -7.491   
16  12     15  12    a a   162.961495   162.961598   -0.000103   0.313E+07    0.00056569    4885462.715     4885465.801      -3.086   
16  12     15  12    a a   162.961296   162.961598   -0.000302   0.413E+05    0.00401995    4885456.749     4885465.801      -9.052   
16  12     15  12    s s   162.966526   162.966396    0.000130   0.208E+07    0.00056569    4885613.540     4885609.639       3.901   
16  12     15  12    a a   162.960690   162.961598   -0.000908   0.500E+06    0.00141421    4885438.581     4885465.801     -27.219   
16  12     15  12    s s   162.966050   162.966396   -0.000346   0.500E+06    0.00141421    4885599.270     4885609.639     -10.369   
16  12     15  12    s s   162.965981   162.966396   -0.000415   0.208E+07    0.00056569    4885597.201     4885609.639     -12.437   
16  12     15  12    s s   162.967631   162.966396    0.001235   0.208E+07    0.00056569    4885646.667     4885609.639      37.028   
16  12     15  12    a s   163.010888   163.010820    0.000068   0.100E+09    0.00010000    4886943.479     4886941.431       2.048   
16  12     15  12    a a   162.961507   162.961598   -0.000091   0.208E+07    0.00056569    4885463.074     4885465.801      -2.726   
16  12     15  12    s a   162.917217   162.917174    0.000043   0.100E+09    0.00010000    4884135.293     4884134.008       1.285   
17  12     15  12    s s   335.691681   335.691960   -0.000279   0.139E+07    0.00069282   10063783.418    10063791.785      -8.367   
17  12     15  12    a a   335.682338   335.682600   -0.000262   0.139E+07    0.00069282   10063503.322    10063511.167      -7.846   
17  12     15  12    s s   335.694009   335.691960    0.002049   0.619E+05    0.00401995   10063853.209    10063791.785      61.424   
15  13     15  13    a s     0.055550     0.055549    0.000000   0.899E+13    0.00000033       1665.334        1665.325       0.009   
16  13     15  13    a a   163.230622   163.231540   -0.000918   0.619E+05    0.00401995    4893530.939     4893558.452     -27.513   
16  13     15  13    s s   163.237172   163.236978    0.000194   0.208E+07    0.00056569    4893727.303     4893721.495       5.808   
16  13     15  13    a a   163.232630   163.231540    0.001090   0.500E+06    0.00141421    4893591.137     4893558.452      32.685   
16  13     15  13    a a   163.232090   163.231540    0.000550   0.313E+07    0.00056569    4893574.949     4893558.452      16.496   
16  13     15  13    s s   163.237546   163.236978    0.000568   0.619E+05    0.00401995    4893738.515     4893721.495      17.020   
16  13     15  13    a s   163.287007   163.287089   -0.000082   0.100E+09    0.00010000    4895221.319     4895223.777      -2.458   
16  13     15  13    s s   163.236813   163.236978   -0.000165   0.208E+07    0.00056569    4893716.541     4893721.495      -4.954   
16  13     15  13    s a   163.181481   163.181429    0.000052   0.100E+09    0.00010000    4892057.729     4892056.170       1.559   
16  13     15  13    a a   163.231419   163.231540   -0.000121   0.208E+07    0.00056569    4893554.832     4893558.452      -3.620   
16  13     15  13    s s   163.238320   163.236978    0.001342   0.500E+06    0.00141421    4893761.719     4893721.495      40.224   
16  13     15  13    a a   163.231488   163.231540   -0.000052   0.208E+07    0.00056569    4893556.901     4893558.452      -1.551   
16  13     15  13    s s   163.236947   163.236978   -0.000031   0.208E+07    0.00056569    4893720.558     4893721.495      -0.937   
16  13     15  13    s s   163.236762   163.236978   -0.000216   0.313E+07    0.00056569    4893715.012     4893721.495      -6.483   
17  13     15  13    a a   336.234453   336.234759   -0.000306   0.139E+07    0.00069282   10080055.313    10080064.486      -9.173   
17  13     15  13    s s   336.245416   336.245364    0.000052   0.139E+07    0.00069282   10080383.975    10080382.408       1.568   
15  14     15  14    a s     0.063318     0.063318    0.000000   0.899E+13    0.00000033       1898.225        1898.226      -0.001   
16  14     15  14    s a   163.470565   163.470550    0.000015   0.100E+09    0.00010000    4900724.249     4900723.791       0.458   
16  14     15  14    s s   163.533860   163.533868   -0.000008   0.413E+05    0.00401995    4902621.786     4902622.017      -0.231   
16  14     15  14    a a   163.528996   163.527637    0.001359   0.313E+07    0.00056569    4902475.967     4902435.215      40.752   
16  14     15  14    a a   163.528868   163.527637    0.001231   0.619E+05    0.00401995    4902472.129     4902435.215      36.914   
16  14     15  14    a a   163.527215   163.527637   -0.000422   0.208E+07    0.00056569    4902422.573     4902435.215     -12.641   
16  14     15  14    a s   163.591001   163.590955    0.000046   0.100E+09    0.00010000    4904334.830     4904333.441       1.389   
16  14     15  14    s s   163.533629   163.533868   -0.000239   0.208E+07    0.00056569    4902614.860     4902622.017      -7.156   
16  14     15  14    s s   163.531850   163.533868   -0.002018   0.619E+05    0.00401995    4902561.527     4902622.017     -60.489   
16  14     15  14    a a   163.527669   163.527637    0.000032   0.413E+05    0.00401995    4902436.184     4902435.215       0.969   
16  14     15  14    s s   163.533800   163.533868   -0.000068   0.500E+06    0.00141421    4902619.987     4902622.017      -2.030   
16  14     15  14    a a   163.528300   163.527637    0.000663   0.500E+06    0.00141421    4902455.101     4902435.215      19.886   
16  14     15  14    s s   163.534237   163.533868    0.000369   0.313E+07    0.00056569    4902633.088     4902622.017      11.071   
16  14     15  14    s s   163.534003   163.533868    0.000135   0.208E+07    0.00056569    4902626.073     4902622.017       4.056   
16  14     15  14    a a   163.527268   163.527637   -0.000369   0.208E+07    0.00056569    4902424.162     4902435.215     -11.053   
17  14     15  14    a a   336.839689   336.840349   -0.000660   0.139E+07    0.00069282   10098199.832    10098219.616     -19.785   
17  14     15  14    s s   336.852582   336.852494    0.000088   0.139E+07    0.00069282   10098586.354    10098583.718       2.636   
15  15     15  15    a s     0.072902     0.072902    0.000000   0.899E+13    0.00000033       2185.535        2185.538      -0.003   
16  15     15  15    a a   163.850720   163.851115   -0.000395   0.313E+07    0.00056569    4912121.009     4912132.842     -11.832   
16  15     15  15    s s   163.857910   163.858328   -0.000418   0.500E+06    0.00141421    4912336.560     4912349.098     -12.538   
16  15     15  15    s a   163.785478   163.785427    0.000051   0.100E+09    0.00010000    4910165.103     4910163.560       1.543   
16  15     15  15    s s   163.858284   163.858328   -0.000044   0.313E+07    0.00056569    4912347.772     4912349.098      -1.326   
16  15     15  15    a a   163.851890   163.851115    0.000775   0.500E+06    0.00141421    4912156.085     4912132.842      23.244   
16  15     15  15    s s   163.859649   163.858328    0.001321   0.313E+07    0.00056569    4912388.694     4912349.098      39.596   
16  15     15  15    a s   163.924017   163.924016    0.000001   0.100E+09    0.00010000    4914318.398     4914318.379       0.019   
16  15     15  15    s s   163.857720   163.858328   -0.000608   0.500E+06    0.00141421    4912330.864     4912349.098     -18.234   
16  15     15  15    a a   163.849224   163.851115   -0.001891   0.313E+07   0.00056569     4912076.160     4912132.842     -56.681   
16  15     15  15    s s   163.859471   163.858328    0.001143   0.619E+05    0.00401995    4912383.358     4912349.098      34.260   
16  15     15  15    s s   163.858094   163.858328   -0.000234   0.208E+07    0.00056569    4912342.076     4912349.098      -7.022   
16  15     15  15    a a   163.851350   163.851115    0.000235   0.500E+06    0.00141421    4912139.896     4912132.842       7.055   
16  15     15  15    a a   163.851006   163.851115   -0.000109   0.313E+07    0.00056569    4912129.583     4912132.842      -3.258   
16  15     15  15    a a   163.850922   163.851115   -0.000193   0.208E+07    0.00056569    4912127.065     4912132.842      -5.776   
16  15     15  15    s s   163.858302   163.858328   -0.000026   0.313E+07    0.00056569    4912348.312     4912349.098      -0.786   
17  15     15  15    s s   337.515641   337.515912   -0.000271   0.139E+07    0.00069282   10118464.363    10118472.493      -8.130   
17  15     15  15    a a   337.501538   337.501856   -0.000318   0.139E+07    0.00069282   10118041.566    10118051.086      -9.521   
17   0     16   0    s a   171.151278   171.151206    0.000072   0.100E+09    0.00010000    5130986.232     5130984.059       2.173   
17   0     16   0    a s   171.193096   171.193405   -0.000309   0.100E+09   0.00010000     5132239.904     5132249.169      -9.265   
18   0     16   0    s s   351.969476   351.969812   -0.000336   0.313E+07    0.00056569   10551779.435    10551789.505     -10.070   
18   0     16   0    a a   351.965571   351.965422    0.000149   0.313E+07    0.00056569   10551662.366    10551657.888       4.478   
17   1     16   1    s s   171.184568   171.183789    0.000779   0.208E+07    0.00056569    5131984.241     5131960.893      23.348   
17   1     16   1    s s   171.182459   171.183789   -0.001330   0.208E+07    0.00056569    5131921.015     5131960.893     -39.878   
17   1     16   1    s a   171.161417   171.161455   -0.000038   0.100E+09    0.00010000    5131290.192     5131291.328      -1.137   
17   1     16   1    a a   171.181684   171.181521    0.000163   0.208E+07    0.00056569    5131897.781     5131892.898       4.883   
17   1     16   1    a s   171.203771   171.203855   -0.000084   0.100E+09    0.00010000    5132559.933     5132562.462      -2.530   
18   1     16   1    s s   351.991068   351.990961    0.000107   0.139E+07    0.00069282   10552426.747    10552423.544       3.203   
18   1     16   1    a a   351.987274   351.986548    0.000726   0.313E+07    0.00056569   10552313.006    10552291.255      21.750   
17   2     16   2    s s   171.215723   171.214891    0.000832   0.413E+05    0.00401995    5132918.245     5132893.301      24.944   
17   2     16   2    s s   171.215060   171.214891    0.000169   0.208E+07    0.00056569    5132898.368     5132893.301       5.067   
17   2     16   2    a s   171.235286   171.235245    0.000041   0.100E+09    0.00010000    5133504.729     5133503.488       1.241   
17   2     16   2    s a   171.193096   171.192235    0.000861   0.100E+07    0.00100000    5132239.904     5132214.086      25.818   
17   2     16   2    a a   171.212893   171.212588    0.000305   0.413E+05    0.00401995    5132833.403     5132824.273       9.130   
18   2     16   2    a a   352.049802   352.050001   -0.000199   0.313E+07    0.00056569   10554187.548    10554193.510      -5.962   
18   2     16   2    s s   352.054174   352.054481   -0.000307   0.207E+05    0.00567098   10554318.617    10554327.825      -9.208   
17  -3     16  -3    a s   171.282492   171.282471    0.000021   0.100E+09    0.00010000    5134919.929     5134919.295       0.634   
17   3     16  -3    a a   171.295439   171.294782    0.000657   0.208E+07    0.00056569    5135308.070     5135288.371      19.699   
17  -3     16   3    s s   171.237130   171.236589    0.000541   0.413E+05    0.00401995    5133560.010     5133543.778      16.232   
17   3     16  -3    s s   171.296835   171.297067   -0.000232   0.208E+07    0.00056569    5135349.921     5135356.889      -6.967   
17  -3     16   3    a a   171.234854   171.234152    0.000702   0.208E+07    0.00056569    5133491.778     5133470.743      21.035   
17   3     16  -3    s s   171.294655   171.297067   -0.002412   0.313E+07   0.00056569     5135284.566     5135356.889     -72.322   
17   3     16   3    a s   171.292937   171.292871    0.000066   0.100E+09    0.00010000    5135233.062     5135231.092       1.970   
17   3     16  -3    a a   171.293663   171.294782   -0.001119   0.208E+07    0.00056569    5135254.827     5135288.371     -33.544   
17  -3     16   3    a a   171.234083   171.234152   -0.000069   0.208E+07    0.00056569    5133468.664     5133470.743      -2.079   
17   3     16   3    s a   171.248750   171.248749    0.000001   0.100E+09    0.00010000    5133908.369     5133908.336       0.033   
17  -3     16   3    s s   171.238259   171.236589    0.001670   0.208E+07    0.00056569    5133593.857     5133543.778      50.079   
17  -3     16  -3    s a   171.238601   171.238499    0.000102   0.100E+09    0.00010000    5133604.110     5133601.057       3.053   
18   3     16   3    a a   352.167774   352.167886   -0.000112   0.139E+07    0.00069282   10557724.260    10557727.628      -3.369   
18  -3     16  -3    a a   352.144389   352.144008    0.000381   0.139E+07    0.00069282   10557023.195    10557011.782      11.413   
18   3     16   3    s s   352.172305   352.172462   -0.000157   0.139E+07    0.00069282   10557860.096    10557864.792      -4.696   
17   4     16   4    s s   171.338551   171.339781   -0.001230   0.208E+07    0.00056569    5136600.535     5136637.408     -36.872   
17   4     16   4    a s   171.361418   171.361332    0.000086   0.100E+09    0.00010000    5137286.071     5137283.478       2.593   
17   4     16   4    s a   171.315834   171.315786    0.000048   0.100E+09    0.00010000    5135919.497     5135918.060       1.437   
17   4     16   4    a a   171.337625   171.337337    0.000288   0.208E+07    0.00056569    5136572.775     5136564.130       8.645   
17   4     16   4    a a   171.338638   171.337337    0.001301   0.413E+05    0.00401995    5136603.144     5136564.130      39.014   
17   4     16   4    s s   171.336882   171.339781   -0.002899   0.413E+05    0.00401995    5136550.500     5136637.408     -86.908   
18   4     16   4    a a   352.305276   352.304760    0.000516   0.408E+05    0.00403980   10561846.466    10561831.002      15.464   
18   4     16   4    s s   352.309990   352.309518    0.000472   0.408E+05    0.00403980   10561987.788    10561973.644      14.144   
17   5     16   5    a a   171.431054   171.431447   -0.000393   0.208E+07    0.00056569    5139373.706     5139385.473     -11.767   
17   5     16   5    s s   171.435085   171.434001    0.001084   0.313E+07    0.00056569    5139494.552     5139462.067      32.485   
17   5     16   5    s s   171.434764   171.434001    0.000763   0.208E+07    0.00056569    5139484.929     5139462.067      22.862   
17   5     16   5    s a   171.409004   171.408947    0.000057   0.100E+09    0.00010000    5138712.663     5138710.969       1.694   
17   5     16   5    a s   171.456572   171.456500    0.000072   0.100E+09    0.00010000    5140138.716     5140136.570       2.146   
17   5     16   5    a a   171.431567   171.431447    0.000120   0.208E+07    0.00056569    5139389.085     5139385.473       3.612   
17   5     16   5    s s   171.433434   171.434001   -0.000567   0.208E+07    0.00056569    5139445.056     5139462.067     -17.010   
18   5     16   5    a a   352.496670   352.496954   -0.000284   0.139E+07    0.00069282   10567584.314    10567592.822      -8.509   
18   5     16   5    s s   352.501812   352.501928   -0.000116   0.139E+07    0.00069282   10567738.467    10567741.944      -3.478   
17   6     16   6    a a   171.546277   171.547090   -0.000813   0.208E+07    0.00056569    5142828.004     5142852.382     -24.378   
17   6     16   6    s a   171.523404   171.523379    0.000025   0.100E+09    0.00010000    5142142.289     5142141.544       0.745   
17   6     16   6    s s   171.549448   171.549797   -0.000349   0.413E+05    0.00401995    5142923.068     5142933.544     -10.475   
17   6     16   6    a a   171.546189   171.547090   -0.000901   0.208E+07    0.00056569    5142825.366     5142852.382     -27.016   
17   6     16   6    a s   171.573579   171.573512    0.000067   0.100E+09    0.00010000    5143646.498     5143644.500       1.997   
17   6     16   6    s s   171.549751   171.549797   -0.000046   0.208E+07    0.00056569    5142932.152     5142933.544      -1.392   
18   6     16   6    a a   352.733148   352.733130    0.000018   0.139E+07    0.00069282   10574673.746    10574673.216       0.530   
18   6     16   6    s s   352.737868   352.738368   -0.000500   0.408E+05    0.00403980   10574815.248    10574830.236     -14.988   
17   7     16   7    a s   171.712763   171.712794   -0.000031   0.100E+09    0.00010000    5147819.129     5147820.063      -0.934   
17   7     16   7    s s   171.687311   171.687545   -0.000234   0.313E+07    0.00056569    5147056.097     5147063.124      -7.027   
17   7     16   7    a a   171.684126   171.684674   -0.000548   0.313E+07    0.00056569    5146960.613     5146977.045     -16.431   
17   7     16   7    s a   171.659473   171.659425    0.000048   0.100E+09    0.00010000    5146221.535     5146220.105       1.429   
17   7     16   7    a a   171.685467   171.684674    0.000793   0.208E+07    0.00056569    5147000.815     5146977.045      23.771   
17   7     16   7    s s   171.686135   171.687545   -0.001410   0.413E+05    0.00401995    5147020.842     5147063.124     -42.283   
17   7     16   7    s s   171.688172   171.687545    0.000627   0.208E+07    0.00056569    5147081.909     5147063.124      18.785   
17   7     16   7    s s   171.687865   171.687545    0.000320   0.208E+07    0.00056569    5147072.706     5147063.124       9.581   
17   7     16   7    a a   171.684860   171.684674    0.000186   0.208E+07    0.00056569    5146982.618     5146977.045       5.573   
18   7     16   7    a a   353.014127   353.014063    0.000064   0.139E+07    0.00069282   10583097.284    10583095.375       1.909   
18   7     16   7    s s   353.019507   353.019654   -0.000147   0.408E+05    0.00403980   10583258.573    10583262.973      -4.400   
17   8     16   8    s s   171.847554   171.847736   -0.000182   0.313E+07    0.00056569    5151860.061     5151865.530      -5.468   
17   8     16   8    s s   171.847787   171.847736    0.000051   0.208E+07    0.00056569    5151867.047     5151865.530       1.517   
17   8     16   8    s a   171.817565   171.817510    0.000055   0.100E+09    0.00010000    5150961.014     5150959.366       1.648   
17   8     16   8    a s   171.874978   171.874875    0.000103   0.100E+09    0.00010000    5152682.212     5152679.136       3.076   
17   8     16   8    a a   171.844451   171.844649   -0.000198   0.208E+07    0.00056569    5151767.036     5151772.973      -5.937   
17   8     16   8    s s   171.847988   171.847736    0.000252   0.208E+07    0.00056569    5151873.072     5151865.530       7.543   
17   8     16   8    a a   171.844493   171.844649   -0.000156   0.413E+05    0.00401995    5151768.295     5151772.973      -4.678   
18   8     16   8    a a   353.340417   353.340719   -0.000302   0.408E+05    0.00403980   10592879.212    10592888.256      -9.044   
18   8     16   8    s s   353.346707   353.346729   -0.000022   0.139E+07    0.00069282   10593067.782    10593068.431      -0.649   
17   9     16   9    a s   172.060448   172.060378    0.000070   0.100E+09    0.00010000    5158242.463     5158240.374       2.089   
17   9     16   9    a a   172.027159   172.027574   -0.000415   0.208E+07    0.00056569    5157244.484     5157256.917     -12.433   
17   9     16   9    s a   171.998213   171.998121    0.000092   0.100E+09    0.00010000    5156376.705     5156373.953       2.752   
17   9     16   9    a a   172.025643   172.027574   -0.001931   0.313E+05    0.00565685    5157199.035     5157256.917     -57.882   
17   9     16   9    a a   172.027323   172.027574   -0.000251   0.208E+07    0.00056569    5157249.401     5157256.917      -7.517   
17   9     16   9    s s   172.030530   172.030926   -0.000396   0.208E+07    0.00056569    5157345.544     5157357.409     -11.865   
17   9     16   9    s s   172.030742   172.030926   -0.000184   0.208E+07    0.00056569    5157351.900     5157357.409      -5.510   
17   9     16   9    s s   172.031723   172.030926    0.000797   0.313E+07    0.00056569    5157381.309     5157357.409      23.900   
17   9     16   9    s s   172.030996   172.030926    0.000070   0.208E+07    0.00056569    5157359.514     5157357.409       2.105   
17   9     16   9    a a   172.027272   172.027574   -0.000302   0.208E+07    0.00056569    5157247.872     5157256.917      -9.046   
18   9     16   9    a a   353.714272   353.714212    0.000060   0.139E+07    0.00069282   10604087.103    10604085.292       1.812   
18   9     16   9    s s   353.720021   353.720735   -0.000714   0.139E+07    0.00069282   10604259.454    10604280.846     -21.392   
17  10     16  10    a s   172.270116   172.270039    0.000077   0.100E+09    0.00010000    5164528.152     5164525.841       2.310   
17  10     16  10    a a   172.233754   172.234093   -0.000339   0.208E+07    0.00056569    5163438.046     5163448.208     -10.161   
17  10     16  10    a a   172.233566   172.234093   -0.000527   0.619E+05    0.00401995    5163432.410     5163448.208     -15.798   
17  10     16  10    s s   172.237832   172.237769    0.000063   0.208E+07    0.00056569    5163560.302     5163558.414       1.888   
17  10     16  10    a a   172.234207   172.234093    0.000114   0.208E+07    0.00056569    5163451.627     5163448.208       3.419   
17  10     16  10    s a   172.201902   172.201823    0.000079   0.100E+09    0.00010000    5162483.147     5162480.780       2.367   
17  10     16  10    a a   172.234124   172.234093    0.000031   0.208E+07    0.00056569    5163449.139     5163448.208       0.931   
17  10     16  10    s s   172.237871   172.237769    0.000102   0.208E+07    0.00056569    5163561.471     5163558.414       3.057   
17  10     16  10    s s   172.237265   172.237769   -0.000504   0.313E+07    0.00056569    5163543.303     5163558.414     -15.111   
18  10     16  10    a a   354.135566   354.135848   -0.000282   0.139E+07    0.00069282   10616717.180    10616725.648      -8.469   
18  10     16  10    s s   354.143119   354.142998    0.000121   0.139E+07    0.00069282   10616943.613    10616940.000       3.613   
17  11     16  11    a a   172.464508   172.464951   -0.000443   0.313E+07    0.00056569    5170355.877     5170369.161     -13.284   
17  11     16  11    s s   172.469119   172.469025    0.000094   0.313E+07    0.00056569    5170494.111     5170491.281       2.830   
17  11     16  11    s s   172.470056   172.469025    0.001031   0.313E+07    0.00056569    5170522.202     5170491.281      30.921   
17  11     16  11    s s   172.468644   172.469025   -0.000381   0.208E+07    0.00056569    5170479.871     5170491.281     -11.410   
17  11     16  11    s a   172.429310   172.429256    0.000054   0.100E+09    0.00010000    5169300.668     5169299.058       1.609   
17  11     16  11    a s   172.504790   172.504719    0.000071   0.100E+09    0.00010000    5171563.501     5171561.383       2.118   
17  11     16  11    a a   172.464565   172.464951   -0.000386   0.313E+07    0.00056569    5170357.586     5170369.161     -11.575   
17  11     16  11    a a   172.464923   172.464951   -0.000028   0.208E+07    0.00056569    5170368.318     5170369.161      -0.842   
17  11     16  11    s s   172.469158   172.469025    0.000133   0.208E+07    0.00056569    5170495.281     5170491.281       3.999   
17  11     16  11    a a   172.465974   172.464951    0.001023   0.413E+05    0.00401995    5170399.827     5170369.161      30.666   
17  11     16  11    s s   172.468585   172.469025   -0.000440   0.208E+07    0.00056569    5170478.102     5170491.281     -13.179   
18  11     16  11    s s   354.614960   354.615056   -0.000096   0.139E+07    0.00069282   10631089.050    10631091.917      -2.866   
18  11     16  11    a a   354.607986   354.607137    0.000849   0.408E+05    0.00403980   10630879.975    10630854.533      25.442   
17  12     16  12    s s   172.726099   172.725564    0.000535   0.313E+07    0.00056569    5178198.178     5178182.146      16.032   
17  12     16  12    a a   172.720658   172.721002   -0.000344   0.313E+07    0.00056569    5178035.061     5178045.367     -10.306   
17  12     16  12    a a   172.720649   172.721002   -0.000353   0.313E+07    0.00056569    5178034.791     5178045.367     -10.576   
17  12     16  12    s a   172.681187   172.681140    0.000047   0.100E+09    0.00010000    5176851.750     5176850.354       1.396   
17  12     16  12    a s   172.765463   172.765426    0.000037   0.100E+09    0.00010000    5179378.281     5179377.159       1.122   
17  12     16  12    s s   172.725320   172.725564   -0.000244   0.208E+07    0.00056569    5178174.824     5178182.146      -7.322   
17  12     16  12    s s   172.725593   172.725564    0.000029   0.313E+07    0.00056569    5178183.008     5178182.146       0.862   
17  12     16  12    a a   172.720831   172.721002   -0.000171   0.208E+07    0.00056569    5178040.247     5178045.367      -5.119   
17  12     16  12    s s   172.725155   172.725564   -0.000409   0.208E+07    0.00056569    5178169.878     5178182.146     -12.269   
17  12     16  12    a a   172.721318   172.721002    0.000316   0.208E+07    0.00056569    5178054.847     5178045.367       9.480   
