J'  k'     J"  k"  s' s"   OBS/CM-1    CALC/CM-1  OBS-CALC/CM-1  WEIGHT      UNC/CM-1        OBS/MHZ        CALC/MHZ    OBS-CALC/MHZ
 9   1      9   4    s a    29.638531    29.638519    0.000012   0.104E+07    0.00069282     888540.806      888540.440       0.366   
 9   1      9   4    a s    29.728046    29.721223    0.006823   0.133E+06   0.00173205      891224.398      891019.858     204.540   
 9   1      9   4    a s    29.712470    29.721223   -0.008753   0.833E+05   0.00200000      890757.441      891019.858    -262.417   
 9   1      9   4    s a    29.641170    29.638519    0.002651   0.167E+06    0.00173205     888619.921      888540.440      79.482   
 9   2      9   4    a a    23.752330    23.752931   -0.000601   0.167E+06    0.00141421     712076.939      712094.949     -18.009   
10   7      9   4    a s    36.771026    36.771851   -0.000825   0.625E+06    0.00080000    1102367.627     1102392.347     -24.720   
10   4      9   4    s s   102.187431   102.187694   -0.000263   0.125E+07    0.00056569    3063502.112     3063510.007      -7.896   
10   1      9   4    a s   131.811520   131.806113    0.005407   0.100E+06    0.00200000    3951609.957     3951447.863     162.094   
10   1      9   4    s a   131.726690   131.725887    0.000803   0.167E+06    0.00173205    3949066.818     3949042.757      24.061   
10   4      9   4    s a   102.145086   102.144832    0.000254   0.100E+09    0.00010000    3062232.640     3062225.019       7.622   
10   7      9   4    a s    36.772360    36.771851    0.000509   0.800E+05    0.00223607    1102407.619     1102392.347      15.272   
10   4      9   4    a a   102.184145   102.185021   -0.000876   0.104E+07    0.00056569    3063403.600     3063429.847     -26.247   
10   7      9   4    a s    36.771292    36.771851   -0.000559   0.417E+06    0.00089443    1102375.601     1102392.347     -16.746   
10   1      9   4    s a   131.731780   131.725887    0.005893   0.133E+06   0.00173205     3949219.412     3949042.757     176.655   
10   4      9   4    s s   102.186810   102.187694   -0.000884   0.200E+06    0.00141421    3063483.495     3063510.007     -26.513   
10   7      9   4    s a    36.680926    36.681792   -0.000866   0.694E+06    0.00069282    1099666.497     1099692.462     -25.966   
10   4      9   4    s s   102.187655   102.187694   -0.000039   0.208E+07    0.00056569    3063508.827     3063510.007      -1.180   
10   1      9   4    a s   131.805829   131.806113   -0.000284   0.625E+06    0.00080000    3951439.345     3951447.863      -8.518   
10   4      9   4    s s   102.188937   102.187694    0.001243   0.206E+05    0.00401995    3063547.260     3063510.007      37.253   
10   4      9   4    a a   102.185449   102.185021    0.000428   0.156E+07    0.00056569    3063442.693     3063429.847      12.846   
10   7      9   4    s a    36.678510    36.681792   -0.003282   0.333E+06    0.00141421    1099594.067     1099692.462     -98.395   
10   4      9   4    a a   102.185010   102.185021   -0.000011   0.250E+06    0.00141421    3063429.532     3063429.847      -0.315   
10   4      9   4    s s   102.187730   102.187694    0.000036   0.200E+06    0.00141421    3063511.075     3063510.007       1.068   
10   4      9   4    a a   102.186100   102.185021    0.001079   0.167E+06    0.00141421    3063462.209     3063429.847      32.363   
10   4      9   4    a a   102.185401   102.185021    0.000380   0.208E+07    0.00056569    3063441.254     3063429.847      11.407   
10   4      9   4    a a   102.171720   102.185021   -0.013301   0.952E+05   0.00173205     3063031.108     3063429.847    -398.739   
10   7      9   4    a s    36.771693    36.771851   -0.000158   0.625E+06    0.00080000    1102387.623     1102392.347      -4.724   
10   2      9   4    s s   125.860978   125.862728   -0.001750   0.125E+07   0.00056569     3773217.196     3773269.654     -52.458   
10   4      9   4    s s   102.187843   102.187694    0.000149   0.104E+07    0.00056569    3063514.463     3063510.007       4.456   
10   4      9   4    s s   102.175560   102.187694   -0.012134   0.111E+06   0.00173205     3063146.228     3063510.007    -363.779   
10   7      9   4    s a    36.684600    36.681792    0.002808   0.133E+06    0.00173205    1099776.640     1099692.462      84.178   
10   2      9   4    a a   125.863120   125.857777    0.005343   0.167E+06   0.00141421     3773281.412     3773121.225     160.187   
10   7      9   4    s a    36.679630    36.681792   -0.002162   0.133E+06    0.00173205    1099627.644     1099692.462     -64.819   
10   2      9   4    a a   125.853230   125.857777   -0.004547   0.143E+06   0.00141421     3772984.917     3773121.225    -136.308   
10   1      9   4    a s   131.811180   131.806113    0.005067   0.100E+06    0.00200000    3951599.764     3951447.863     151.901   
10   7      9   4    a s    36.771824    36.771851   -0.000027   0.417E+06    0.00089443    1102391.550     1102392.347      -0.797   
10   4      9   4    a a   102.185240   102.185021    0.000219   0.250E+06    0.00141421    3063436.427     3063429.847       6.580   
10   4      9   4    a a   102.186030   102.185021    0.001009   0.200E+06    0.00141421    3063460.111     3063429.847      30.264   
10   4      9   4    s s   102.187516   102.187694   -0.000178   0.125E+07    0.00056569    3063504.660     3063510.007      -5.348   
10   1      9   4    a s   131.805103   131.806113   -0.001010   0.625E+06    0.00080000    3951417.581     3951447.863     -30.283   
10   4      9   4    s s   102.187900   102.187694    0.000206   0.167E+06    0.00141421    3063516.172     3063510.007       6.164   
10   4      9   4    s s   102.187400   102.187694   -0.000294   0.200E+06    0.00141421    3063501.182     3063510.007      -8.825   
10   1      9   4    a s   131.800430   131.806113   -0.005683   0.800E+05    0.00223607    3951277.488     3951447.863    -170.376   
10   2      9   4    s s   125.850840   125.862728   -0.011888   0.167E+06   0.00141421     3772913.266     3773269.654    -356.388   
10   4      9   4    a a   102.187470   102.185021    0.002449   0.200E+06    0.00141421    3063503.281     3063429.847      73.434   
10   4      9   4    s s   102.187635   102.187694   -0.000059   0.125E+07    0.00056569    3063508.227     3063510.007      -1.780   
10   7      9   4    a s    36.772350    36.771851    0.000499   0.167E+06    0.00173205    1102407.319     1102392.347      14.972   
10   1      9   4    s a   131.717220   131.725887   -0.008667   0.952E+05   0.00173205     3948782.914     3949042.757    -259.842   
10   7      9   4    s a    36.683190    36.681792    0.001398   0.167E+06    0.00173205    1099734.370     1099692.462      41.907   
10   4      9   4    a a   102.185160   102.185021    0.000139   0.200E+06    0.00141421    3063434.029     3063429.847       4.182   
10   7      9   4    s a    36.684020    36.681792    0.002228   0.133E+06    0.00173205    1099759.253     1099692.462      66.790   
10   7      9   4    a s    36.771750    36.771851   -0.000101   0.667E+05    0.00223607    1102389.332     1102392.347      -3.015   
10   4      9   4    s s   102.184640   102.187694   -0.003054   0.250E+06    0.00141421    3063418.440     3063510.007     -91.568   
10   1      9   4    s a   131.725867   131.725887   -0.000020   0.156E+07    0.00056569    3949042.145     3949042.757      -0.612   
10   4      9   4    s s   102.187487   102.187694   -0.000207   0.104E+07    0.00056569    3063503.790     3063510.007      -6.217   
10   1      9   4    a s   131.814930   131.806113    0.008817   0.125E+06   0.00200000     3951712.187     3951447.863     264.323   
10   4      9   4    a a   102.184950   102.185021   -0.000071   0.200E+06    0.00141421    3063427.733     3063429.847      -2.114   
10   1      9   4    s a   131.730980   131.725887    0.005093   0.111E+06    0.00173205    3949195.429     3949042.757     152.672   
10   4      9   4    s s   102.188730   102.187694    0.001036   0.167E+06    0.00141421    3063541.055     3063510.007      31.047   
10   4      9   4    s s   102.185690   102.187694   -0.002004   0.333E+06    0.00141421    3063449.918     3063510.007     -60.090   
10   7      9   4    s a    36.682120    36.681792    0.000328   0.111E+06    0.00173205    1099702.292     1099692.462       9.830   
10   4      9   4    s s   102.185930   102.187694   -0.001764   0.200E+06    0.00141421    3063457.113     3063510.007     -52.895   
10   4      9   4    a a   102.184454   102.185021   -0.000567   0.208E+07    0.00056569    3063412.863     3063429.847     -16.983   
10   1      9   4    a s   131.806944   131.806113    0.000831   0.100E+06    0.00200000    3951472.772     3951447.863      24.909   
10   7      9   4    a s    36.779920    36.771851    0.008069   0.667E+05   0.00223607     1102634.262     1102392.347     241.915   
10   4      9   4    a a   102.184913   102.185021   -0.000108   0.156E+07    0.00056569    3063426.624     3063429.847      -3.223   
10   1      9   4    a s   131.807086   131.806113    0.000973   0.200E+05    0.00407922    3951477.029     3951447.863      29.166   
10   1      9   4    a s   131.799890   131.806113   -0.006223   0.667E+05    0.00223607    3951261.299     3951447.863    -186.565   
10   7      9   4    s a    36.681590    36.681792   -0.000202   0.250E+06    0.00141421    1099686.403     1099692.462      -6.059   
10   7      9   4    a s    36.769540    36.771851   -0.002311   0.125E+06    0.00200000    1102323.078     1102392.347     -69.269   
10   4      9   4    a a   102.185690   102.185021    0.000669   0.250E+06    0.00141421    3063449.918     3063429.847      20.071   
10   4      9   4    a a   102.184840   102.185021   -0.000181   0.167E+06    0.00141421    3063424.435     3063429.847      -5.411   
10   4      9   4    a a   102.183340   102.185021   -0.001681   0.250E+06    0.00141421    3063379.467     3063429.847     -50.380   
10   4      9   4    s s   102.177840   102.187694   -0.009854   0.250E+06   0.00141421     3063214.581     3063510.007    -295.427   
10   4      9   4    a a   102.185060   102.185021    0.000039   0.208E+07    0.00056569    3063431.031     3063429.847       1.184   
10   1      9   4    a s   131.806273   131.806113    0.000160   0.104E+07    0.00069282    3951452.656     3951447.863       4.793   
10   4      9   4    s s   102.187737   102.187694    0.000043   0.167E+06    0.00141421    3063511.285     3063510.007       1.278   
10   1      9   4    s a   131.724963   131.725887   -0.000924   0.833E+06    0.00069282    3949015.044     3949042.757     -27.713   
10   1      9   4    a a   131.763403   131.763251    0.000152   0.100E+09    0.00010000    3950167.446     3950162.875       4.571   
10   4      9   4    a a   102.177850   102.185021   -0.007171   0.250E+06   0.00141421     3063214.880     3063429.847    -214.966   
10   4      9   4    a s   102.227906   102.227883    0.000023   0.100E+09    0.00010000    3064715.522     3064714.836       0.686   
10   4      9   4    s s   102.188097   102.187694    0.000403   0.156E+07    0.00056569    3063522.078     3063510.007      12.070   
10   1      9   4    a s   131.812446   131.806113    0.006333   0.100E+06   0.00200000     3951637.718     3951447.863     189.855   
10   4      9   4    s s   102.188159   102.187694    0.000465   0.313E+07    0.00056569    3063523.937     3063510.007      13.929   
10   4      9   4    a a   102.189540   102.185021    0.004519   0.200E+06   0.00141421     3063565.338     3063429.847     135.491   
10   7      9   4    a s    36.768410    36.771851   -0.003441   0.667E+05    0.00223607    1102289.201     1102392.347    -103.146   
10   7      9   4    s a    36.680700    36.681792   -0.001092   0.833E+06    0.00069282    1099659.721     1099692.462     -32.741   
10   4      9   4    s s   102.185930   102.187694   -0.001764   0.250E+06    0.00141421    3063457.113     3063510.007     -52.895   
10   7      9   4    s a    36.680280    36.681792   -0.001512   0.133E+06    0.00173205    1099647.130     1099692.462     -45.332   
10   4      9   4    a a   102.184503   102.185021   -0.000518   0.248E+05    0.00401995    3063414.332     3063429.847     -15.514   
10   1      9   4    s a   131.727570   131.725887    0.001683   0.167E+06    0.00173205    3949093.200     3949042.757      50.443   
11   1      9   4    a s   243.924321   243.924625   -0.000304   0.500E+06    0.00089443    7312667.176     7312676.304      -9.128   
11   4      9   4    s s   214.419470   214.417983    0.001487   0.204E+05    0.00403980    6428133.995     6428089.415      44.580   
11   7      9   4    s a   149.158150   149.155835    0.002315   0.200E+06    0.00141421    4471648.842     4471579.452      69.390   
11   4      9   4    a a   214.413952   214.412569    0.001383   0.104E+07    0.00069282    6427968.570     6427927.114      41.456   
11   7      9   4    s a   149.155922   149.155835    0.000087   0.156E+07    0.00056569    4471582.048     4471579.452       2.596   
11   4      9   4    s s   214.418328   214.417983    0.000345   0.833E+06    0.00069282    6428099.759     6428089.415      10.344   
11   4      9   4    s s   214.417820   214.417983   -0.000163   0.694E+06    0.00069282    6428084.530     6428089.415      -4.886   
11   7      9   4    a s   149.242384   149.242658   -0.000274   0.500E+06    0.00089443    4474174.114     4474182.334      -8.220   
11   4      9   4    s s   214.421260   214.417983    0.003277   0.250E+06    0.00141421    6428187.658     6428089.415      98.243   
11   7      9   4    a s   149.242890   149.242658    0.000232   0.125E+06    0.00200000    4474189.283     4474182.334       6.949   
11   1      9   4    a s   243.932660   243.924625    0.008035   0.800E+05   0.00223607     7312917.173     7312676.304     240.869   
11   1      9   4    a s   243.924729   243.924625    0.000104   0.500E+06    0.00089443    7312679.407     7312676.304       3.104   
11   4      9   4    s s   214.417960   214.417983   -0.000023   0.133E+06    0.00173205    6428088.727     6428089.415      -0.689   
11   4      9   4    a a   214.412500   214.412569   -0.000069   0.125E+07    0.00056569    6427925.040     6427927.114      -2.073   
11   7      9   4    a s   149.242574   149.242658   -0.000084   0.347E+06    0.00097980    4474179.810     4474182.334      -2.524   
11   7      9   4    s a   149.155180   149.155835   -0.000655   0.250E+06    0.00141421    4471559.804     4471579.452     -19.649   
11   4      9   4    a a   214.412150   214.412569   -0.000419   0.111E+06    0.00173205    6427914.547     6427927.114     -12.566   
11   7      9   4    s a   149.155216   149.155835   -0.000619   0.125E+07    0.00056569    4471560.883     4471579.452     -18.569   
11  10      9   4    a a    47.759540    47.765852   -0.006312   0.200E+06   0.00141421     1431794.989     1431984.210    -189.221   
11   4      9   4    a a   214.415960   214.412569    0.003391   0.133E+06    0.00173205    6428028.768     6427927.114     101.655   
11   4      9   4    s s   214.417750   214.417983   -0.000233   0.833E+06    0.00069282    6428082.431     6428089.415      -6.984   
11   1      9   4    a s   243.927164   243.924625    0.002539   0.198E+05    0.00409878    7312752.407     7312676.304      76.103   
11   7      9   4    s a   149.158150   149.155835    0.002315   0.167E+06    0.00141421    4471648.842     4471579.452      69.390   
11   4      9   4    s s   214.417810   214.417983   -0.000173   0.133E+06    0.00173205    6428084.230     6428089.415      -5.185   
11   1      9   4    s a   243.845150   243.846941   -0.001791   0.111E+06    0.00173205    7310293.689     7310347.373     -53.684   
11   1      9   4    s a   243.856690   243.846941    0.009749   0.250E+06   0.00141421     7310639.649     7310347.373     292.276   
11   7      9   4    a s   149.244090   149.242658    0.001432   0.556E+05    0.00244949    4474225.258     4474182.334      42.924   
11   2      9   4    a a   237.994120   237.998021   -0.003901   0.111E+06    0.00173205    7134884.222     7135001.167    -116.945   
11   1      9   4    a s   243.929460   243.924625    0.004835   0.800E+05    0.00223607    7312821.239     7312676.304     144.935   
11   7      9   4    s a   149.158650   149.155835    0.002815   0.200E+06    0.00141421    4471663.832     4471579.452      84.379   
11   4      9   4    a a   214.412342   214.412569   -0.000227   0.313E+07    0.00056569    6427920.303     6427927.114      -6.810   
11   4      9   4    s s   214.415850   214.417983   -0.002133   0.133E+06    0.00173205    6428025.471     6428089.415     -63.945   
11   4      9   4    a a   214.412070   214.412569   -0.000499   0.167E+06    0.00173205    6427912.149     6427927.114     -14.965   
11  10      9   4    s s    47.748350    47.752351   -0.004001   0.111E+06    0.00173205    1431459.521     1431579.466    -119.944   
11   4      9   4    a a   214.410028   214.412569   -0.002541   0.408E+05    0.00403980    6427850.931     6427927.114     -76.182   
11   7      9   4    s a   149.156476   149.155835    0.000641   0.125E+07    0.00056569    4471598.657     4471579.452      19.205   
11   4      9   4    a a   214.412449   214.412569   -0.000120   0.245E+05    0.00403980    6427923.511     6427927.114      -3.602   
 9   2      9   5    s a    41.577016    41.576923    0.000093   0.833E+06    0.00069282    1246447.582     1246444.808       2.774   
 9   2      9   5    s a    41.571750    41.576923   -0.005173   0.357E+05    0.00264575    1246289.712     1246444.808    -155.097   
 9   2      9   5    s a    41.581240    41.576923    0.004317   0.250E+06   0.00141421     1246574.215     1246444.808     129.406   
 9   2      9   5    s a    41.567310    41.576923   -0.009613   0.167E+06   0.00173205     1246156.604     1246444.808    -288.204   
 9   2      9   5    a s    41.661370    41.662138   -0.000768   0.100E+06    0.00200000    1248976.452     1248999.466     -23.015   
 9   2      9   5    s a    41.578137    41.576923    0.001214   0.104E+07    0.00069282    1246481.189     1246444.808      36.381   
 9   5      9   5    a s     0.044786     0.044786    0.000000   0.899E+13    0.00000033       1342.649        1342.652      -0.003   
 9   2      9   5    a s    41.662015    41.662138   -0.000123   0.625E+06    0.00080000    1248995.788     1248999.466      -3.678   
 9   1      9   5    a a    47.537830    47.542782   -0.004952   0.200E+06   0.00141421     1425148.290     1425296.735    -148.445   
 9   2      9   5    a s    41.658970    41.662138   -0.003168   0.167E+06    0.00173205    1248904.501     1248999.466     -94.965   
 9   2      9   5    a s    41.657740    41.662138   -0.004398   0.133E+06    0.00173205    1248867.627     1248999.466    -131.839   
 9   1      9   5    a a    47.537740    47.542782   -0.005042   0.125E+06   0.00141421     1425145.592     1425296.735    -151.143   
 9   2      9   5    s a    41.582710    41.576923    0.005787   0.833E+05    0.00200000    1246618.284     1246444.808     173.476   
 9   2      9   5    a s    41.662200    41.662138    0.000062   0.100E+06    0.00200000    1249001.334     1248999.466       1.868   
 9   2      9   5    s a    41.579139    41.576923    0.002216   0.222E+06    0.00173205    1246511.228     1246444.808      66.420   
 9   2      9   5    s a    41.576879    41.576923   -0.000044   0.625E+06    0.00080000    1246443.475     1246444.808      -1.333   
 9   2      9   5    s a    41.571624    41.576923   -0.005299   0.167E+06   0.00173205     1246285.934     1246444.808    -158.874   
10   2      9   5    s a   143.687190   143.684286    0.002904   0.111E+06    0.00173205    4307633.587     4307546.531      87.056   
10   5      9   5    s a   102.203544   102.203534    0.000010   0.100E+09    0.00010000    3063985.167     3063984.873       0.294   
10   8      9   5    a s    24.753800    24.751416    0.002384   0.100E+06    0.00200000     742100.255      742028.790      71.464   
10   5      9   5    s s   102.248319   102.248320   -0.000001   0.208E+07    0.00056569    3065327.488     3065327.525      -0.037   
10   5      9   5    a a   102.245913   102.245522    0.000391   0.208E+07    0.00056569    3065255.358     3065243.632      11.726   
10   5      9   5    a a   102.245750   102.245522    0.000228   0.200E+06    0.00141421    3065250.471     3065243.632       6.839   
10   8      9   5    a s    24.758150    24.751416    0.006734   0.100E+06   0.00200000      742230.664      742028.790     201.874   
10   5      9   5    s s   102.248362   102.248320    0.000042   0.208E+07    0.00056569    3065328.777     3065327.525       1.252   
10   2      9   5    s a   143.684980   143.684286    0.000694   0.133E+06    0.00173205    4307567.333     4307546.531      20.802   
10   8      9   5    s a    24.653780    24.655850   -0.002070   0.111E+06    0.00173205     739101.731      739163.793     -62.062   
10   8      9   5    s a    24.657760    24.655850    0.001910   0.133E+06    0.00173205     739221.048      739163.793      57.255   
10   5      9   5    a a   102.245633   102.245522    0.000111   0.156E+07    0.00056569    3065246.964     3065243.632       3.332   
10   2      9   5    s a   143.685440   143.684286    0.001154   0.100E+06    0.00200000    4307581.124     4307546.531      34.593   
10   2      9   5    s a   143.690230   143.684286    0.005944   0.167E+06   0.00173205     4307724.724     4307546.531     178.193   
10   5      9   5    s s   102.248219   102.248320   -0.000101   0.208E+07    0.00056569    3065324.490     3065327.525      -3.035   
10   8      9   5    s a    24.657940    24.655850    0.002090   0.133E+06    0.00173205     739226.444      739163.793      62.651   
10   5      9   5    s s   102.248140   102.248320   -0.000180   0.200E+06    0.00141421    3065322.122     3065327.525      -5.403   
10   5      9   5    s s   102.248230   102.248320   -0.000090   0.250E+06    0.00141421    3065324.820     3065327.525      -2.705   
10   5      9   5    a a   102.246440   102.245522    0.000918   0.200E+06    0.00141421    3065271.157     3065243.632      27.525   
10   5      9   5    a a   102.245510   102.245522   -0.000012   0.200E+06    0.00141421    3065243.276     3065243.632      -0.356   
10   5      9   5    s s   102.248137   102.248320   -0.000183   0.208E+07    0.00056569    3065322.032     3065327.525      -5.493   
10   5      9   5    s s   102.247400   102.248320   -0.000920   0.200E+06    0.00141421    3065299.937     3065327.525     -27.588   
10   5      9   5    a a   102.245349   102.245522   -0.000173   0.413E+05    0.00401995    3065238.450     3065243.632      -5.182   
10   5      9   5    s s   102.254960   102.248320    0.006640   0.500E+06   0.00141421     3065526.580     3065327.525     199.055   
10   8      9   5    a s    24.747000    24.751416   -0.004416   0.667E+05    0.00223607     741896.396      742028.790    -132.395   
10   5      9   5    s s   102.248800   102.248320    0.000480   0.250E+06    0.00141421    3065341.908     3065327.525      14.383   
10   5      9   5    s s   102.246903   102.248320   -0.001417   0.413E+05    0.00401995    3065285.037     3065327.525     -42.488   
10   5      9   5    a a   102.245390   102.245522   -0.000132   0.250E+06    0.00141421    3065239.679     3065243.632      -3.953   
10   5      9   5    s s   102.248516   102.248320    0.000196   0.208E+07    0.00056569    3065333.394     3065327.525       5.869   
10   2      9   5    s s   143.729075   143.729072    0.000003   0.100E+09    0.00010000    4308889.268     4308889.183       0.085   
10   5      9   5    s s   102.239520   102.248320   -0.008800   0.167E+06   0.00141421     3065063.701     3065327.525    -263.825   
10   5      9   5    s s   102.243560   102.248320   -0.004760   0.333E+06   0.00141421     3065184.817     3065327.525    -142.708   
10   5      9   5    a a   102.245120   102.245522   -0.000402   0.167E+06    0.00141421    3065231.584     3065243.632     -12.048   
10   8      9   5    a s    24.751400    24.751416   -0.000016   0.100E+06    0.00200000     742028.304      742028.790      -0.486   
10   8      9   5    s a    24.659310    24.655850    0.003460   0.133E+06    0.00173205     739267.516      739163.793     103.723   
10   5      9   5    a a   102.245369   102.245522   -0.000153   0.208E+07    0.00056569    3065239.049     3065243.632      -4.583   
10   5      9   5    s s   102.248180   102.248320   -0.000140   0.200E+06    0.00141421    3065323.321     3065327.525      -4.204   
10   5      9   5    a a   102.250070   102.245522    0.004548   0.167E+06   0.00141421     3065379.982     3065243.632     136.350   
10   5      9   5    a s   102.290157   102.290308   -0.000151   0.100E+09    0.00010000    3066581.760     3066586.284      -4.525   
10   2      9   5    a s   143.762770   143.766984   -0.004214   0.100E+06    0.00200000    4309899.419     4310025.743    -126.324   
10   5      9   5    a a   102.245350   102.245522   -0.000172   0.200E+06    0.00141421    3065238.480     3065243.632      -5.153   
10   5      9   5    a a   102.245160   102.245522   -0.000362   0.208E+07    0.00056569    3065232.784     3065243.632     -10.849   
10   8      9   5    s a    24.665440    24.655850    0.009590   0.167E+06   0.00173205      739451.289      739163.793     287.496   
10   5      9   5    a a   102.249665   102.245522    0.004143   0.500E+06    0.00141421    3065367.840     3065243.632     124.208   
10   5      9   5    s s   102.248340   102.248320    0.000020   0.200E+06    0.00141421    3065328.118     3065327.525       0.592   
10   5      9   5    s s   102.247690   102.248320   -0.000630   0.200E+06    0.00141421    3065308.631     3065327.525     -18.894   
10   5      9   5    a a   102.238520   102.245522   -0.007002   0.200E+06   0.00141421     3065033.721     3065243.632    -209.911   
10   5      9   5    a a   102.245570   102.245522    0.000048   0.200E+06    0.00141421    3065245.075     3065243.632       1.443   
10   8      9   5    s a    24.658690    24.655850    0.002840   0.133E+06    0.00173205     739248.929      739163.793      85.136   
10   5      9   5    a a   102.245630   102.245522    0.000108   0.200E+06    0.00141421    3065246.874     3065243.632       3.242   
10   8      9   5    a s    24.754580    24.751416    0.003164   0.100E+06    0.00200000     742123.638      742028.790      94.848   
10   5      9   5    a a   102.245375   102.245522   -0.000147   0.125E+07    0.00056569    3065239.229     3065243.632      -4.403   
10   5      9   5    a a   102.244984   102.245522   -0.000538   0.208E+07    0.00056569    3065227.507     3065243.632     -16.125   
10   8      9   5    a s    24.752030    24.751416    0.000614   0.100E+06    0.00200000     742047.191      742028.790      18.401   
10   8      9   5    a s    24.753300    24.751416    0.001884   0.100E+06    0.00200000     742085.265      742028.790      56.475   
10   2      9   5    a a   143.722559   143.722198    0.000361   0.100E+09   0.00010000     4308693.923     4308683.091      10.833   
10   5      9   5    s s   102.248360   102.248320    0.000040   0.200E+06    0.00141421    3065328.717     3065327.525       1.192   
10   8      9   5    a s    24.754710    24.751416    0.003294   0.100E+06    0.00200000     742127.536      742028.790      98.745   
10   8      9   5    s a    24.662780    24.655850    0.006930   0.133E+06   0.00173205      739371.544      739163.793     207.751   
10   8      9   5    s a    24.655660    24.655850   -0.000190   0.133E+06    0.00173205     739158.092      739163.793      -5.701   
10   5      9   5    s s   102.249810   102.248320    0.001490   0.250E+06    0.00141421    3065372.187     3065327.525      44.662   
10   2      9   5    a s   143.763580   143.766984   -0.003404   0.133E+06    0.00173205    4309923.702     4310025.743    -102.041   
11   8      9   5    a s   137.337980   137.334368    0.003612   0.800E+05    0.00223607    4117289.060     4117180.773     108.287   
11   5      9   5    s s   214.544400   214.544614   -0.000214   0.167E+06    0.00173205    6431879.303     6431885.728      -6.425   
11   8      9   5    s a   137.246300   137.242293    0.004007   0.200E+06    0.00141421    4114540.563     4114420.429     120.134   
11   8      9   5    s a   137.245460   137.242293    0.003167   0.167E+06    0.00141421    4114515.380     4114420.429      94.951   
11  11      9   5    a a    23.773720    23.775323   -0.001603   0.111E+06    0.00173205     712718.195      712766.248     -48.053   
11   2      9   5    s a   255.817850   255.827110   -0.009260   0.250E+06   0.00141421     7669226.205     7669503.806    -277.601   
11   5      9   5    a a   214.537680   214.538949   -0.001269   0.250E+06    0.00141421    6431677.842     6431715.889     -38.047   
11   8      9   5    a s   137.337330   137.334368    0.002962   0.800E+05    0.00223607    4117269.574     4117180.773      88.801   
11   8      9   5    a s   137.332090   137.334368   -0.002278   0.125E+06    0.00200000    4117112.482     4117180.773     -68.291   
11   2      9   5    s a   255.830980   255.827110    0.003870   0.133E+06    0.00173205    7669619.833     7669503.806     116.027   
11   8      9   5    a s   137.328610   137.334368   -0.005758   0.556E+05    0.00244949    4117008.155     4117180.773    -172.618   
11   5      9   5    a a   214.538853   214.538949   -0.000096   0.833E+06    0.00069282    6431713.008     6431715.889      -2.882   
11   8      9   5    s a   137.245180   137.242293    0.002887   0.250E+06    0.00141421    4114506.986     4114420.429      86.557   
11   5      9   5    s s   214.544277   214.544614   -0.000337   0.139E+07    0.00069282    6431875.615     6431885.728     -10.113   
11   5      9   5    s s   214.544471   214.544614   -0.000143   0.139E+07    0.00069282    6431881.431     6431885.728      -4.297   
11   8      9   5    s a   137.240300   137.242293   -0.001993   0.200E+06    0.00141421    4114360.687     4114420.429     -59.742   
11   2      9   5    s a   255.827190   255.827110    0.000080   0.125E+07    0.00056569    7669506.211     7669503.806       2.405   
11   5      9   5    s s   214.548090   214.544614    0.003476   0.111E+06    0.00173205    6431989.926     6431885.728     104.198   
11   5      9   5    s s   214.543498   214.544614   -0.001116   0.408E+05    0.00403980    6431852.261     6431885.728     -33.467   
11   5      9   5    s s   214.542750   214.544614   -0.001864   0.133E+06    0.00173205    6431829.837     6431885.728     -55.891   
11   5      9   5    a a   214.538860   214.538949   -0.000089   0.133E+06    0.00173205    6431713.218     6431715.889      -2.672   
11   5      9   5    a a   214.538614   214.538949   -0.000335   0.139E+07    0.00069282    6431705.843     6431715.889     -10.047   
11   5      9   5    a a   214.536944   214.538949   -0.002005   0.139E+07    0.00069282    6431655.777     6431715.889     -60.112   
11   2      9   5    a s   255.904320   255.907228   -0.002908   0.800E+05    0.00223607    7671818.511     7671905.685     -87.174   
 9  -3      9   6    s a    53.571150    53.574015   -0.002865   0.833E+05    0.00200000    1606022.674     1606108.552     -85.878   
 9   3      9   6    a s    53.675700    53.663609    0.012091   0.714E+05   0.00200000     1609157.004     1608794.536     362.468   
 9  -3      9   6    s a    53.568100    53.574015   -0.005915   0.833E+05    0.00200000    1605931.237     1606108.552    -177.315   
 9   3      9   6    a s    53.668770    53.663609    0.005161   0.833E+05    0.00200000    1608949.248     1608794.536     154.711   
 9   3      9   6    a s    53.657630    53.663609   -0.005979   0.833E+05    0.00200000    1608615.279     1608794.536    -179.257   
 9   3      9   6    a s    53.684369    53.663609    0.020760   0.100E+06   0.00200000     1609416.894     1608794.536     622.358   
 9   6      9   6    a s     0.047257     0.047257    0.000000   0.899E+13    0.00000033       1416.725        1416.722       0.003   
 9   3      9   6    a s    53.681480    53.663609    0.017871   0.833E+05   0.00200000     1609330.284     1608794.536     535.748   
 9   3      9   6    a s    53.665000    53.663609    0.001391   0.200E+06    0.00141421    1608836.226     1608794.536      41.690   
 9  -3      9   6    s a    53.583020    53.574015    0.009005   0.500E+06   0.00141421     1606378.527     1606108.552     269.975   
 9  -3      9   6    s a    53.581470    53.574015    0.007455   0.167E+06   0.00173205     1606332.059     1606108.552     223.507   
 9  -3      9   6    s a    53.593480    53.574015    0.019465   0.100E+06   0.00200000     1606692.110     1606108.552     583.558   
